timestamp_unix,timestamp_readable,latitude,longitude,gps_quality,num_satellites,horizontal_dilution,altitude,altitude_units,geoid_height,geoid_height_units,dgps_time,dgps_station_id,raw_sentence,hz_instantaneous,hz_average
1749735770.285523,2025-06-12 20:42:50.285,-7.283581,112.79672566666666,2,07,0.93,17.0,M,17.3,M,,0000,"$GPGGA,134250.00,0717.01486,S,11247.80354,E,2,07,0.93,17.0,M,17.3,M,,0000*7C",0.0,2.12
1749735771.302388,2025-06-12 20:42:51.302,-7.2835815,112.79672566666666,2,07,0.93,17.0,M,17.3,M,,0000,"$GPGGA,134251.00,0717.01489,S,11247.80354,E,2,07,0.93,17.0,M,17.3,M,,0000*72",0.98,1.35
1749735772.2851954,2025-06-12 20:42:52.285,-7.283581833333334,112.796726,2,08,0.93,17.0,M,17.3,M,,0000,"$GPGGA,134252.00,0717.01491,S,11247.80356,E,2,08,0.93,17.0,M,17.3,M,,0000*75",1.0,1.22
1749735773.2813418,2025-06-12 20:42:53.281,-7.283582166666666,112.796726,2,08,0.93,17.0,M,17.3,M,,0000,"$GPGGA,134253.00,0717.01493,S,11247.80356,E,2,08,0.93,17.0,M,17.3,M,,0000*76",1.0,1.15
1749735774.29037,2025-06-12 20:42:54.290,-7.2835825,112.796725,2,08,0.93,17.2,M,17.3,M,,0000,"$GPGGA,134254.00,0717.01495,S,11247.80350,E,2,08,0.93,17.2,M,17.3,M,,0000*73",1.0,1.12
1749735775.285258,2025-06-12 20:42:55.285,-7.2835825,112.7967245,2,08,0.93,17.4,M,17.3,M,,0000,"$GPGGA,134255.00,0717.01495,S,11247.80347,E,2,08,0.93,17.4,M,17.3,M,,0000*72",1.0,1.1
1749735776.2835095,2025-06-12 20:42:56.283,-7.283582666666667,112.79672433333333,2,08,0.93,17.6,M,17.3,M,,0000,"$GPGGA,134256.00,0717.01496,S,11247.80346,E,2,08,0.93,17.6,M,17.3,M,,0000*71",1.0,1.08
1749735777.2812846,2025-06-12 20:42:57.281,-7.283582833333333,112.79672366666667,2,08,0.93,17.8,M,17.3,M,,0000,"$GPGGA,134257.00,0717.01497,S,11247.80342,E,2,08,0.93,17.8,M,17.3,M,,0000*7B",1.0,1.07
1749735778.284662,2025-06-12 20:42:58.284,-7.283583,112.7967235,2,08,0.93,17.9,M,17.3,M,,0000,"$GPGGA,134258.00,0717.01498,S,11247.80341,E,2,08,0.93,17.9,M,17.3,M,,0000*79",1.0,1.06
1749735779.2845647,2025-06-12 20:42:59.284,-7.283582833333333,112.79672266666667,2,08,0.93,17.9,M,17.3,M,,0000,"$GPGGA,134259.00,0717.01497,S,11247.80336,E,2,08,0.93,17.9,M,17.3,M,,0000*77",1.0,1.06
